ID,weight,text
901524,0.5,The Bay has a lot to office in terms of fashion and home decor
901527,0.552084101,The store provides fashion for every mood
901534,0.5,home decor
901536,4.019842932,it's ok
901552,0.5,No
901557,0.5,"The Bay is a source for home furnishings, and furniture"
901561,0.5,Lots of products available
901568,1.518243552,the bay has everything for your home decor needs to furnish your home.
901576,0.831027698,easy to shop
901580,0.5,The have something for all areas of a home and ward robe
901581,0.5,make your home cozy with hudsons bay's products
901586,0.931864672,no idea
901588,0.944914454,We have a variety of exciting home decor items to suit any mood or style
901591,0.5,This store is carrying many stuff
901593,0.552084101,No idea
901594,0.5,This company has something for every home decorating need.
901597,0.55096962,Was that the company has a wide selection of merchandise.
901600,0.5,Not sure
901603,0.600291894,Updated clothing and furnishings
901604,0.5,A large selection of home decor goods.
901608,0.5,it's about home decor
901609,0.5,"They carry a wide variety of products, something for everyone"
901614,0.676275245,No clue
901615,0.831027698,"There are so many shops and retailers nowadays, this serves as a reminder of that Hudson's Bay still exists/is relevant and has a lot to offer."
901618,0.737657034,Shopping at hbc
901639,0.5,its a good price a lot of choice
901640,0.831027698,Has everything
901651,0.5,You can buy home decor
901652,1.935112172,The variety of products hudson bay has to offer. They have something for anyone with any lifestyle
901654,0.831027698,That they sell items for your home.
901659,1.518243552,The color at the background is the same
901662,0.931864672,Different colours
901663,1.461749247,idea
901672,0.973786356,home decor
901677,0.5,funiture
901679,0.5,That you can get everything you want to design your home there.
901687,0.831027698,that they have up to date and trendy products
901691,0.831027698,home decor
901693,1.461749247,home decor
901698,2.786418467,idk
901699,0.552084101,Easy to shop online
901701,0.65437114,buy home decor items from Hudson's The Bay
901716,0.5,home deco
901718,6,The Hudson Bay has products for you to decorate your home in the way you like.
901723,0.5,I have no ideas.
901726,0.5,To shop here because it has all your household needs
901727,0.973786356,I don't know
901728,0.5,"No matter what your mood, there is something for you at this retailer!"
901731,0.5,That you can find stuff for every taste
901732,0.5,Fashionable decor
901739,0.5,home decor
901746,0.5,We fit a variety of styles and moods you have.
901749,0.931864672,Decoration
901750,0.5,That The Bay has a lot of different items for home decor.
901751,0.5,Multiple products for the home
901770,0.5,We have everything we need
901771,0.5,come shop at La baie
901772,0.5,nothing
901775,0.5,You can buy a bit of everything from us
901801,0.5,You can buy stuff online from the Bay
901809,0.524457483,We find everything to decorate our house at this store.
901813,0.5,"Sadly the graphics at the end were not on long enough to read all 3 bullets. Basically the ad makes it seem that the brand is fun, trendy and relevant."
901821,0.5,the store is fun
901824,0.5,I honestly couldn't tell you. I did let the ad play and I tried to play attention to it but I am exhausted from a very not great day at work. I think it was for the Bay and I think it was telling me. I can get everything I need for my house at the bay
901827,0.5,You can buy all you want online instead of in store and save time
901833,0.5,don't know
901837,0.5,the decor was green
901843,0.5,Happiness
901850,0.5,home decor
901854,0.5,"not really sure, free delivery etc?"
901861,0.5,don't know
901862,0.647793135,Purchasing
901864,2.267536732,You can buy items for your home from your phone with ease
901873,1.953089416,Large selection of products
901885,0.5,"Products from The Bay. Other than that, nothing. Too much moving around"
901886,0.5,The iconic Hudson Bay Colors
901891,1.260425584,You can buy multiple types of things
901897,0.5,There were Hudson Bay stripes and the type of products they sell
901900,0.5,To shop for good deals
901903,0.758521511,THE BAY HAS GREAT VARIETY IN HOME GOODS TO SUIT EVERY FACET OF YOUR PERSONALITY AND EVERYONE ELSES.
901904,0.5,Home comfort
901910,0.5,Colorful
901919,0.5,"decorates his house, a non-essential expense"
901925,0.5,the variety of home decor and items available at Hudson's Bay
901928,0.5,trying to sell something
901933,0.5,They offer a lot of stuff
901937,4.233236974,Stylish designs wearable by you
901947,0.5,Everything for your home
901952,0.5,Shopping for household decor.
901957,0.797850855,Buy our stuff
901962,5.344325927,No idea
901963,0.525781325,The Bay has a good selection of home decor.
901969,4.217716558,Can go there for home decor
901971,0.5,"Large selection of items for the home-decor, housewares, furniture etc."
901972,1.644062621,Adding furniture to one's abode can be fun.
901973,6,Accent colors and product diversity
901976,2.030366556,dk
901978,0.5,Home decor for everyone
901983,2.923577738,HBC has a wide range of items to decorate your home
901986,0.503998883,We have everything you need to furnish your home
901989,6,I saw their iconic stripes on the coffee mug
901990,0.5,That you can buy lots of decor at the bay.
901997,0.5,Great
902000,1.348851664,The Bay has a wide variety of home decor items and styles to match your every whim.
902007,1.802243384,They have all kinds of great items for decorating your home.
902008,0.5,buy
902009,4.441614755,variety of items to buy
902010,3.709372069,There is a wide variety of Hudson Bay furnishings that suits every one.
902017,4.435878101,They have everything you need
902018,0.5,to get you to buy things for your home
902020,0.5,Wide range of home decor
902023,2.308614634,great prices awesome products and lots of variety
902025,0.5,Wide variety furniture store.
902039,0.5,beautiful piece of furniture
902045,5.368965836,giid
902052,4.400731837,NOTHING
902055,6,No idea
902056,0.5,don't know
902062,1.348851664,Furniture and home accessories can be found at the Bay
902065,6,For your home decor needs come to the Bay
902066,5.003822532,stuff
902068,0.5,because they are an online seller
902069,0.66709995,that the store sells a variety of things
902070,0.5,Great variety of home decor for every personality
902071,0.5,Not sure
902072,0.798787753,Wandering about the house decorating.
902075,0.5,Wide range of products
902082,2.923577738,completely uncertain
902084,6,Good class service
902089,0.66709995,I dont know
902093,0.5,They offer everything you need in home decor
902094,5.156714547,Home decor and accessories
902095,3.360240838,"You can buy what makes you an individual especially if that changes throughout the day, etc."
902097,0.5,Hudson's Bay sells everything needed for a nice home
902098,0.5,They have a lot of great home decor items and furniture options
902102,3.17886354,store good for men women house .
902106,1.348851664,That you can find merchandise for your home
902111,6,That The Bay has many options to choose from when shopping their for home decor and products with flexibility for returns and shipping
902113,0.702513064,many new products and choices for your home decor
902116,2.188675975,The cushions in the commercial are the same colors as The Bay logo
902119,0.57169237,It has lots of decor items
902121,2.923577738,Good products online
902129,5.450942639,bay merch
902138,3.820739241,"Hudson's Bay has your style all ready to hang up, just come on by & pick it out!"
902139,0.5,Update your home decor
902144,0.5,Different decor's to suit everyone's taste
902161,3.906284712,so much to buy there.
902163,0.791435298,home furnishing
902173,0.5,Logo
902181,2.238119943,guess
902193,0.5,"I do not know, sorry"
902194,3.906284712,I have no clue
902196,6,Decor for everyone
902201,6,Create a stylish home at affordable prices
902203,1.533702711,lots of variety with free returns
902218,6,the bay has decor options
902221,0.5,Variety of home decor
902227,2.923577738,they have a variety of decor
902228,0.5,Hudson Bay has unique home decor and furniture.
902229,0.5,They have a wide variety of home decor
902230,0.5,Don't know
902231,0.5,A place to buy home decor
902232,2.200306278,"it sold furniture for a home in an upbeat type of way. not necessarily like ikea would, per se."
902241,0.5,It has something for every type of person
902249,3.360240838,Different kind of product in home decorations
902250,0.5,No idea
902252,6,everything at hudson bsy
902258,0.5,sells modern home decor
902264,4.019842932,home decor
902266,0.5,We something for everyone and every home.
902268,4.441614755,The has a selection of home decor
902270,1.802243384,that the store has a lot of good products for home
902273,2.544338907,Many household items available for online ordering.
902280,1.348851664,The Bay stripes
902282,2.267536732,That the retailer has a lot of great styles for anyone and at affordable prices
902290,6,lots of stuff
902294,1.118809637,I liked the message and pictures
902295,0.5,We have great products.
902301,1.802243384,Shop there
902302,6,seen before
902308,3.709372069,That you can furnish your home beautifully from this retailer
902309,5.450942639,Thanks share your time and I met
902313,0.5,"Well, I think the message is that this store has everything one needs to decorate and upgrade their house decor…from furniture, to wall art to throws…you can buy everything for your needs at this store."
902325,3.906284712,That a wide variety of products are available to purchase.
902330,6,It was about home decor
902332,6,This retailer has a large selection of home decor items.
902337,3.17886354,That The Bay has products for every day use.
902345,0.525781325,You can buy everything you need for your home at the Bay
902360,1.953089416,Relax life style with the product in the bay
902361,0.5,Lots of options for your home.
902362,6,Home decor
902365,1.802243384,That they sell home decor that fits you no matter what your mood.
902373,3.820739241,Variety of products available
902374,1.16234507,shshdb
902383,0.5,find everything to decorate
902390,2.030366556,it showed the colored HBC blanket in video
902393,3.785571182,Just a guess
902394,1.173882166,You can find everything for the home here.
902396,2.51490253,The store had fun and functional home decor.
902399,2.789686718,Lots items to shop for what ever you go or do in your lifestyle
902401,0.5,"They are reliable, been around a long time, trustworthy"
902402,2.923577738,"Look at us at the Bay, we want to look like Ikea Buy from us - we have home decor items"
902406,0.927392549,the bay has modern and trendy decor for your home
902408,6,They sell home furnishing and decor items.
902415,3.581235628,You can get all of your home decor at the Bay
902418,3.384694633,Products for you and your home
902419,6,Marketing products
902421,0.5,Products you can buy online to decorate your home
902425,0.5,The bay has all the decor trends young professional people could want.
902429,0.5,That they sell home decor
902432,0.5,advertising decor
902434,0.5,The store has home decor options
902439,0.5,You can get decorations from this retail
902451,2.923577738,"I though the ad was very well crafted and kept my attention, though I found it a little distracting thereby losing the focus on the message. I believe I read free shipping?"
902454,6,buy their stuff
902465,6,?
902467,0.5,That Hudson Bay has everything you could ever need.
902476,6,Thanks
902480,0.5,The Bay offers varying price ranges in their product line to suit differing lifestyles.
902482,4.304358247,Lots of home decor options
902484,0.5,The main message was that this retailer has the products that a person needs to decorate and to enjoy their home.
902485,3.906284712,The Bay sells a wide range of products for home living.
902491,0.5,latest styles
902492,2.030366556,they offer a wide variety of home decor
902494,1.533702711,just showing what they have for furniture and that you can order it
902496,6,They have items you can order online
902499,0.878567749,The they have a lot of choices for home decor
902500,0.748000714,Color on mug is Bay Trade Mark
902501,1.176655566,don’t know
902510,2.544338907,Home decor
902511,1.445910336,They have all your decorating needs
902513,0.5,You can buy lots of nice stuff there
902514,2.859553004,They have products everyone will like
902517,1.348851664,All the products that have for your home
902522,0.5,That there is a product for all tastes
902527,4.217716558,lots of home decor to choose from
902543,0.5,They have a wide variety of stuff
902544,0.5,Has a variety of items that you might need
902545,0.5,that HBC has many options
902555,0.702513064,"Has good quality products for everyone, every day. For young couples. Easy shopping experience."
902560,0.5,neat stuff to buy
902567,2.049228716,To get customers interested in home decor.
902574,0.5,get a nice home
902575,0.5,You can find everything you need when planning or changing your home decor.
902578,6,The brand has in stock quality decoration products.
902584,5.450942639,No idea
902586,1.395962851,That they have many modern up to date products which you can get online with free shipping.
902587,5.450942639,colors
902589,0.5,home decor
902590,2.308614634,They sell all the furnishing with free return/shipping
902597,0.5,The Bay has all your home decor needs
902603,1.802243384,The Bay sells decor products
902604,6,They have stuff to buy
902608,2.030366556,"The Bay has big home de.cor selection, some free delivery, free returns"
902613,1.802243384,The colors in the decor
902614,1.802243384,They have everything you need.
902615,6,things for the whole house
902618,0.5,hudson bay carries a lot of furniture and decor to suit everyone
902620,0.525781325,wide variety of quality products
902627,0.5,Selling a wide variety of home decor
902634,0.5,No idea
902642,6,Buy new home decor for the home.
902647,0.5,That the store carries home dec needs for your house or apartment
902649,2.923577738,you can get most of your household items at the bay
902651,1.348851664,"Great ideas for your home--furniture, decor, etc. Classy, price-matching"
902656,0.5,Buy. Lots of choices.
902659,0.608709393,They sell living room decor
902661,0.5,decoration?
902665,0.5,Unsure
902669,2.308614634,Decor for everyone
902673,0.647793135,One stop shipping.
902675,0.5,I recognize the colors that represent the bay
902680,1.638069118,down't know
902685,6,They have a lot of home decor products
902687,6,many different products available at the same retailer
902688,1.918938461,Great products
902690,0.5,Shop at Hudsons Bay
902694,0.5,not sure
902706,3.785571182,The Bay has home decor and shipping
902711,2.789686718,lots of variety at the Bay
902714,0.702513064,we're still open!
902715,0.525781325,That they carry everything you need to decorate and furnish your home.
902717,0.5,They have everything you need
902720,3.360240838,Great value for money great customer service great brand
902722,3.906284712,wide variety of products
902723,1.239118525,The bay has everything for everybody
902736,1.348851664,we have home decor
902753,1.512521444,We find everything.
902764,0.5,design shopping for your home
902766,0.791435298,Hudson Bay has a great selection of decor for the home.
902767,0.5,"All you need can be ought here and then you will be happy, fulfilled and popular."
902768,2.923577738,Not much
902777,3.384694633,Promoting online shopping with price matching
902779,0.5,This business offers everything you need for your home
902782,0.5,they have a lot of different things for all types of home decor
902783,1.322469047,the bay is for there for everyones needs
902788,1.348851664,"message is that HBC sells many products realted to the home including furniture, plants, art work/pictures, vases, throws, etc. Message seems to apply that by buyin gthese products, you will be happy in your home"
902789,1.249890918,Bay colors are prominent in the commercial
902790,1.01613837,It has great shopping.
902795,1.445910336,has good things for your home
902796,4.400731837,Not sure
902799,1.249890918,Bay Colors are prominent in commercial
902803,1.348851664,"I'm not sure. I found the duplicates and triplicates, etc., confusing. I'm not sure what the point was."
902805,0.5,DK
902808,1.348851664,"Variety of products available, modern, contemporary"
902814,0.5,one stop shopping
902818,2.030366556,it was a great store to shop at with a wide variety of well priced products
902820,3.906284712,not sure
902823,4.400731837,not relevant to me
902829,0.5,You can purchase all the things for the home.
902830,6,home needs
902833,2.859553004,The bay carries what I need.
902837,3.17886354,The Bay has good sense.
902839,0.5,That they offer everything for the home and it's affordable and easy to buy online with good services
902842,1.918938461,They have selection
902843,0.5,the main message was that the bay can make your house feel like home and nice and cozy
902847,6,none
902851,0.515497402,full range of goods for sale
902876,0.5,"Come shop at our store, we have what you want and need."
902881,1.638069118,modern and practical
902884,3.17886354,Variety of merchandise ca be bought
902894,0.5,That we can find everything for the house in one place
902896,1.512521444,place where you can find everything for the house. May suit tight budgets. Aimed at young adults The price versus quality ratio is interesting
902898,3.785571182,just showing us the variety of products
902899,0.57169237,The coffee mug coloring gave it away. They have a wide range of items for sale for your home.
902900,1.802243384,Items used in the home for decoration.
902901,3.906284712,The strategically placed HBC blankets were a giveaway.
902902,1.802243384,Right away it showed the HB mug and blanket.
902908,1.802243384,Buy our products.
902910,5.344325927,kind of cool
902914,0.5,DECORATION AND DESIGN
902916,3.906284712,The Bay provides everything that you may need for your home.
902922,0.5,Funiture and decor for every style
902923,0.5,Not sure
902925,0.5,the bay has a wide variety of items for sale
902932,0.5,Jump around your house with slim and sexy roommates who want to buy new stuff for your living area.
902937,0.787756061,none
902938,0.5,get home decor there
902939,2.030366556,offer a large selection of home decor
902940,0.791435298,great funky home decor products
902947,6,The Bay policies/ versatility of styles and designs.
902948,2.923577738,Bay has quality products for the home
902949,2.859553004,The Bay offers many home furnishing products.
902952,3.906284712,The Bay sells a lot of stuff in the way of home decor and fashion.
902954,1.802243384,"Showing many accessories ,Furniture, etc. and features product lines for the comfort of your home living."
902967,3.906284712,the markings on the mug
902968,3.785571182,Lots of stylish looks
902971,6,the colors on the mug
902972,2.465712756,Products for everyone everywhere
902973,4.400731837,none
902975,0.899896182,??
902979,6,great message
902987,0.5,Decor
902991,1.533702711,HBC carries home decor products.
902993,0.5,The Bay sells all the products necessary to make your home attractive and deliverable for today's lifestyle.
902997,0.5,They have lots of interesting things
902999,4.159216253,Lots of Home Decor products
903001,2.923577738,The Bay Branding Colors
903006,3.581235628,The bay colors on striped items
903011,0.5,They have home decorated
903021,0.878567749,Colors ok f the mugs and blankets
903027,6,Not sure
903029,0.5,No idea
903033,1.90425766,I'm not sure
903034,0.5,lots of options to decorate here
903037,2.308614634,The Bay has everything you need from housewares to clothing to furniture--they stock it all and it is available online too.
903044,1.533702711,the bay carries home decor and is convenient for online shopping
903049,6,None
903057,0.5,don’t know
903058,1.319351325,The Bay has a wide variety of merchandise
903070,6,It had their colours.
903077,0.524457483,a decor that looks like me
903080,4.441614755,color scheme
903083,0.702513064,spend money on new things
903085,0.608709393,There are great choices in home decor.
903086,3.550444081,Great products and nice value.
903096,2.181916068,The main message was that the Bay has a great assortment of items for the home.
903104,2.51490253,GREAT SELECTION FOR EVERYTHING HOME
903108,1.918938461,"Shop for home decor, wide selection"
903117,0.797850855,Because of the home Decker and the color
903119,2.923577738,that their Home Décor department has many options for fun and stylish living in 2022
903123,0.5,buy our product
903135,0.5,trendy
903145,6,"Items, trends, department store"
903146,0.5,The Bay is for everyday people.
903160,5.926917075,They have lots of selection of home decor and it's fun to decorate.
903167,2.51490253,Hudson's Bay has stylish clothing and housewares that are good for everyday use and are functional.
903180,0.5,I recognize the signature color pattern on some of the items featured in this commercial.
903183,2.030366556,To show you how much selection the store has for decorating your home
903203,0.525781325,store has great selection for home decor
903204,0.5,Find nothing and everything
903207,1.441561696,decorate our living space in our own way
903208,6,They have current styles for home decor.
903210,0.525781325,don’t know
903213,0.5,idk
903220,5.450942639,The bay have good clothes
903222,3.709372069,purchase
